Premise	Hypothesis	Label
The club's Premier League campaign began on 14 August against Blackburn Rovers at Ewood Park and concluded on 22 May against Chelsea at Goodison Park.	The club's Premier League campaign began on 15 August against Blackburn Rovers at Ewood Park and concluded on 22 May against Chelsea at Goodison Park.	contradiction
As they said in an interview : : " All our songs, some less, have a meaning ".	As they said in an interview: "All our songs , some more and some less, have a meaning".	neutral
Georgia had victories against Clemson and South Carolina, but lost to one of its main rivals, Auburn.	Georgia lost to one of its main rivals, Auburn.	entailment
Chanda Rubin and Sandrine Testud were the defending champions, but none competed this year.	none competed this year.	entailment
A solvent is usually a liquid but can also be a solid, a gas.	A solvent is usually a liquid but can also be a solid, a gas, or a supercritical fluid.	neutral
La Sal Range are a mountain range located in Grand and San Juan counties, Utah along the Utah / Colorado border.	The La Sal Mountains or La Sal Range are a mountain range located in Grand and San Juan counties, Utah along the Utah/Colorado border.	neutral
The film stars Sally Eilers, Ben Lyon, Ginger Rogers and Monroe Owsley.	The film stars Sally Eilers, Ben Lyon, Monroe Owsley.	entailment
Prior to this, the Siamese throne did not have a law or formal system regulating the royal succession.	Prior to this, the Siamese throne did not have a law system regulating the royal succession.	entailment
It was not rail connected, but served as a ticket office and waiting room for the Humber Ferry.	It served as a ticket office and waiting room for the Humber Ferry.	entailment
"Harry the Hairy Ape" and "Ahab the Arab" are not the original recordings but re-recordings that were made for Monument.	" Harry the Hairy Ape " and " Ahab the Arab " are not the original recordings - recordings that were made for Monument.	entailment
He was selected for the 1940 Olympic team, but the games were canceled due to World War II.	He was selected for the 1941 Olympic team, but the games were canceled due to World War II.	contradiction
They may allow us temporarily to beat him at his own game, but they will never enable us to bring about genuine change.	They may allow us temporarily to beat him at his own game, but they will sometimes enable us to bring about genuine change.	contradiction
Garrett Benge hit for the cycle for Hollidays Cowboys but it wasn't enough.	Garrett Benge hit for the cycle for Hollidays Cowboys.	entailment
A Spectrum of Finite Scale is a tour-only album by the band Man or Astro-man?	A Spectrum of Finite Scale is a tour-only album by the band Man or Little Men-man?	neutral
The movie is not a continuation of the previous two movies, but of the TV series.	The movie is not a continuation of the TV series.	entailment
Blotto's music combined new wave and soul/R&B, but with comedic themes.	Blotto 's music combined with comedic themes.	contradiction
The elections saw a turnout of 39.5%, lower than in 2012 but slightly higher than in the 2008 elections.	The elections saw a turnout of 39.5%, lower than in 2013 but slightly higher than in the 2008 elections.	contradiction
Revolution by Night Pietà ou La révolution la nuit 1923 is a painting by German surrealist and Dadaist Max Ernst.	Pietà or Revolution by Night (Pietà ou La révolution la nuit) (1923) is a painting by German surrealist and Dadaist Max Ernst.	neutral
Condé Nast Publications also publishes the more specialized "Golf for Women", "Golf World" and "Golf World Business".	Condé Nast Publications also publishes the more specialized " Golf for Women " Golf for Women ", " Golf World " and " Golf World Business ".	entailment
Around the world are countless groupings of individuals who deal exclusively.	Around the world are countless groupings of individuals who deal exclusively or through a mix of legitimate and illegal activities.	neutral
The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, California.	The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46t7 Test Wing and based at McClellan Air Force Base, California.	contradiction
The parish was established in 1851 as St. Lawrence O'Toole 's Church.	The parish is under the authority of the Archdiocese of New York, and was established in 1851 as St. Lawrence O'Toole's Church.	neutral
A slice of ham or bacon is sometimes added, but not all chefs are in agreement with the addition of pork.	A slice of ham or bacon is sometimes added.	entailment
Their main occupation is farming, but hunting, fishing, and animal rearing are also common among them.	hunting, fishing, and animal rearing are also common among them.	entailment
He worked on comparative anatomy and appreciated ideas from evolution, and influenced many German scientists by translating the works of Darwin and Wallace into German in 1858.	He worked on comparative anatomy and appreciated ideas near evolution, and influenced many German scientists by translating the works of Darwin and Wallace into German in 1858.	contradiction
Robert Fleischman (born March 11, 1953) is an American musician, songwriter, and record producer.	Robert Fleischman born March 11, 1953 is an American musician, songwriter.	entailment
and was co-produced by Children's Television Workshop ("now known as" Sesame Workshop) but the partnership broke up.	and was co - produced by Children 's Television Workshop " now known as " Sesame Workshop.	entailment
The logo used throughout is called the "Hō-ō 鳳凰" or "Fushichō" from Asian mythology, representing the Imperial House of Japan.	The logo used throughout is called the " Hō - ō 鳳凰 " or " Fushichō " from Asian mythology, representing the Imperial House of Japan.	entailment
At Jefferson Elementary School in Charleston, the student bodies from both Ashmore Elementary School are consolidated.	At Jefferson Elementary School in Charleston, the student bodies from both Carl Sandburg Elementary School and Ashmore Elementary School are consolidated.	neutral
USS "Abner Read" (DD-769) was a planned United States Navy "Gearing"-class destroyer laid down during World War II but never completed.	USS " Abner Read " DD-769 was a planned United States Navy " Gearing"-class destroyer never completed.	entailment
